System_Ref,Name,Telephone,Mobile,E_Mail,Publication_URL,WebSiteCorrected,Availability_Start_Date,Availability_End_Date,Last_Modified,Service_Description,Upload_to_FIDy,Per_Hour,Total_Cost__Hour,Per_Day,Total_Cost__Day,Per_Session,Total_Cost__Session,Per_Week,Total_Cost__Week,Per_Term,Total_Cost__Term,By_Arrangement,Is_Free,Registered_for_Nursery_Grant,Registered_for_2yr_old_Funding,Offers_Extended_Hours,Offers_Stretched_Entitlement,Contact_For_Vacancy_Details,Immediate_Vacancies_Available,Opening_Times_Code,Opening_Times_Description,Note,Provider_Type_Description
974,Immanuel And St Andrew C Of E Primary School - Breakfast Club,020 8679 5005,,sbm@immanuelschoollambeth.org.uk,https://primarysite-prod-sorted.s3.amazonaws.com/immanuel-st-andrew-ce-primary-school/UploadedDocument/70450d997e00410bb774ead5197b3f1d/send-information-report.pdf ,https://www.immanuelschoollambeth.org/Breakfast-and-Afters-Club/,10/03/2010,,03/02/2022,"Breakfast Club for children attending Immanuel And St Andrew C Of E Primary School.

At Breakfast Club we aim to provide a high quality provision that meets the needs of both parents and children. For parents, this means knowing that your child is safe and happy and that we offer a reliable, high quality and consistent service in line with the school's values and aims.

For a child this means an environment that is safe, supportive and engaging. It is a place to be with friends as well as make new ones, to be able to try out new activities, relax if they choose and to have fun.
",ECD,False,,True,5.55,False,,False,,False,,False,False,True,True,False,False,True,False,TT,Term Time, Ad hoc sessions are charged at £6.00 - Child Care Vouchers are accepted,Breakfast Club
975,Oasis Academy Johanna - Breakfast Club,020 7928 5814,,breakfast@oasisjohanna.org,http://www.oasisacademyjohanna.org/content/special-education-needs-disability-send ,http://www.oasisacademyjohanna.org/content/contact-us,10/03/2010,,31/01/2022,"We offer our students a healthy and hearty breakfast club. In collaboration with Magic Breakfast, we offer our breakfast club between 8.00 to 8.45am. We want every child to start the day with everything they need to learn effectively; a fundamental element of this is a healthy, filling breakfast. During this time, children are given the opportunity to socialise with their peers, including children from other classes and the adults who run the club. They are given the opportunity to go outside, run around, which is important for the day ahead, or they can stay in and play games. 

Children are offered a healthy selection of options: a variety of cereals, bagels (with butter, cheese, ham or low sugar jam), juice, milk, hot chocolate or water. 
 As it has become increasingly popular, we now have a booking system to accommodate no more than 30 children. 

If you would like your child to attend Breakfast Club, please email breakfast@oasisjohanna.org to book a place. Please do not send/bring your child in if you have not received an email confirming their place.
",ECD,False,,True,4,False,,False,,False,,False,False,True,True,False,False,True,False,TT,Term Time,"Breakfast Club is free to those in receipt of free school meals.
",Breakfast Club
976,Oasis Academy Johanna - After School Club,020 7928 5814,,info@oasisjohanna.org,http://www.oasisacademyjohanna.org/content/special-education-needs-disability-send ,http://www.oasisacademyjohanna.org/,10/03/2010,,31/01/2022,After School Club for children attending Oasis Academy Johanna.,ECD,False,,True,10,False,,True,50,False,,False,False,False,False,False,False,True,False,TT,Term Time,,After School Club
988,Rosendale Primary School Breakfast Club,020 8670 4962,07720 677 830,info@rosendale.cc,http://www.rosendale.cc/policies-governance/policies/,http://www.rosendale.cc/info-for-parents/extended-childcare/,10/03/2010,,03/02/2022,"Breakfast Club for children attending Rosendale Primary School.

We run a Breakfast Club which is open to all children who attend the school.  

The Breakfast Club is open from 7.45am.  Children are offered hot and cold breakfast items and cold drinks.  The cost of the Club is £5.00 per morning.  

Parents need to complete a booking form before children can attend.",ECD,False,,True,5,False,,False,,False,,False,False,True,True,False,False,True,False,TT,Term Time,,Breakfast Club
1012,Cherubins Day Nursery Ltd,0208 6713256,07904 455 153,managerlewisham@cherubinsdaynursery.co.uk,,http://www.cherubinsdaynursery.co.uk/,19/04/2010,,03/02/2022,Ofsted Registered after school care.,FSD,False,,True,12,False,,False,,False,,False,False,False,False,False,False,True,False,AY,All Year,,Breakfast Club
1072,St Peter's Church - Breakfast Club,020 8670 9486,07910 272 319,nanniebee@live.co.uk,,,01/09/2008,09/01/2014,03/02/2022,Breakfast club offering childcare outside of normal school hours.,ECD,False,,False,,False,,False,,False,,False,False,False,False,False,False,True,False,TT,Term Time,Also drop off at St Joseph's RC Primary (Borough of Croydon),Breakfast Club
1383,Brixton Library,020 7926 1058,,BrixtonLendingLibrary@lambeth.gov.uk,,https://libraries.lambeth.gov.uk/-/brixton-library#/?location=Brixton%20Library,12/05/2011,,15/02/2022,"Brixton Library provides books and more, a reference and information service, free use of Wi-Fi, computers for internet, email and word-processing.

The rate of infection in Lambeth remains high so we are keeping certain precautions in place to keep you, other library users and staff safe. When using our services, please follow our current guidance for visitors to council buildings, continue to wear a face mask and make an appointment.

Follow us on 

Facebook: https://www.facebook.com/pages/Brixton-Library/121703811190623?fref=ts

Twitter: https://twitter.com/brixtonlibrary

For full access information please go to the AccessAble website; https://www.accessable.co.uk/london-borough-of-lambeth/access-guides/brixton-tate-library
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,"Facilities and services

• DVDs - For internet, email and word-processing
• Free use of computers  
• Free WiFi  
• Reference library - Encyclopedias, directories, maps, newspapers and magazines, council leaflets, government publications and books for study
• Study desks   
• Talking books  
• Foreign language books - Bengali, Chinese, French, German, Italian, Polish, Portuguese, Pashto, Russian, Somali and Spanish
• Books for sale - Lending books now on sale 50p or 3 for £1 and Reference books starting from £2
",Library
1388,Carnegie Library,020 7926 6050,,CarnegieLibrary@lambeth.gov.uk,,https://libraries.lambeth.gov.uk/-/carnegie-library#/?location=Carnegie%20Library,12/05/2011,,15/02/2022,"Carnegie Library is close to Denmark Hill and Herne Hill and is a picturesque Grade II listed building.

The rate of infection in Lambeth remains high so we are keeping certain precautions in place to keep you, other library users and staff safe. When using our services, please follow our current guidance for visitors to council buildings, continue to wear a face mask and make an appointment.

Carnegie Library provides a wide range of books for adults, children and teens, DVDs, eBooks and digital magazines and have access to computers and Wi-Fi, study space, and scanning and printing facilities

A self-service library, with Lambeth librarians on site every day for up to two hours to help users, join members and answers enquiries (please check the staffed hours before visiting, as these are subject to change)

Regular reading groups and children's storytimes sessions.

For full access information please go to the AccessAble website; https://www.accessable.co.uk/london-borough-of-lambeth/access-guides/carnegie-library-london
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Library
1393,Clapham Library,020 7926 0717,,ClaphamLibrary@lambeth.gov.uk,,https://libraries.lambeth.gov.uk/-/clapham-library#/?location=Clapham%20Library,12/05/2011,,15/02/2022,"Situated in the Mary Seacole Centre at the heart of the High Street, Lambeth’s first self-service library offers books, DVDs, and language courses for loan, plus access to computers, free Wi-Fi, fully equipped meeting rooms and stunning performance space for hire.

The rate of infection in Lambeth remains high so we are keeping certain precautions in place to keep you, other library users and staff safe. When using our services, please follow our current guidance for visitors to council buildings, continue to wear a face mask and make an appointment.

Follow us on Facebook: 
http://www.facebook.com/pages/Clapham-Library/158089584242068?fref=ts

Twitter: https://twitter.com/claphamlib

For full access information please go to the AccessAble website; https://www.accessable.co.uk/london-borough-of-lambeth/access-guides/clapham-library
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,,Library
1399,Durning Library,020 7926 8682,,DurningLibrary@lambeth.gov.uk,,https://libraries.lambeth.gov.uk/-/durning-library#/?location=Durning%20Library,12/05/2011,,15/02/2022,"Durning Library is in an impressive Victorian building in Kennington, close to the tube station.

The rate of infection in Lambeth remains high so we are keeping certain precautions in place to keep you, other library users and staff safe. When using our services, please follow our current guidance for visitors to council buildings, continue to wear a face mask and make an appointment.

For full access information please go to the AccessAble website; https://www.accessable.co.uk/london-borough-of-lambeth/access-guides/durning-library
",FSD,False,,False,,False,,False,,False,,False,True,False,False,False,False,False,False,AY,All Year,"Facilities and services

• DVDs - Popular box sets also available
• Community language books - French and Bengali
• Free use of computers - Up to 2 hours of free use for library members
• Free Wi-Fi - Free Wi-Fi in all libraries
• Reference and information service - Maps, newspapers and magazines, council leaflets, government publications and books for study
",Library
