System_Ref,Name,Provider_Type_Description,Day_Care_Type_Description,First_Line,Second_Line,Third_Line,Locality,Town,Post_Code,Telephone,Mobile,E_Mail,Web_Site2
3093,Every Pound Counts,Organisation,Organisation,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,0207 926 5555 (Option 4),,everypoundcounts@lambeth.gov.uk,https://beta.lambeth.gov.uk/benefits-financial-support/get-benefits-advice
3957,Friends Of Immanuel And St Andrews Primary School,Organisation,Organisation,Immanuel And St Andrew Primary School,Buckleigh Road,,,London,SW16 5SL,020 8679 5005,,head@immanuelschoollambeth.org.uk,
7333,South Central Youth Ltd,Organisation,Organisation,,,,,,,,,info@sc-youth.co.uk,http://www.sc-youth.co.uk/
3013,St Stephen's Youth Work,Youth Club,Organisation,St Stephens Church Of England Church,Weir Road,,,London,SW12 0NU,020 8675 5086,,office@stwss.org.uk,http://stwss.org.uk/
2619,Alford House Youth Club,Youth Club,Organisation,Alford House,Aveline Street,,,London,SE11 5DQ,020 7735 1519,,theclub@alfordhouse.org.uk,https://alfordhouse.org.uk/
2054,Art4space,Organisation,Arts & Media,Studio 1,31 Jeffreys Road,,,London,SW4 6QU,020 8766 7163,,jewels@art4space.co.uk,http://www.art4space.co.uk/
3151,Code 7 Ltd,Organisation,Arts & Media,Springfield Community & Activities Centre,110 Union Road,,,London,SW8 2SH,020 7998 1531,,contact@code7.live,https://www.code7.live/
10016,Code 7's True Project (The Road To Unlocking Excellence),Youth Projects,Arts & Media,Springfield Community & Activities Centre,110 Union Road,,,London,SW8 2SH,020 7998 1531,,contact@code7.live,https://www.code7.live/true-project-the-road-to-unlocking-
8872,Brixton People's Kitchen,Community Group,Community Group,5 Beaufoy Walk,,,,London,SE11 6AA,,07400 478 786,hello@brixtonpeopleskitchen.com,https://www.brixtonpeopleskitchen.com/
8989,Waterloo Community Counselling,Community Group,Community Group,Barley Mow Clinic,Greet House,Frazier Street,,London,SE1 7BD,020 7928 3462,,info@waterloocc.co.uk,https://www.waterloocc.co.uk/
8949,Health Visiting Service (South East),Health Service,Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,020 3049 8357,,gst-tr.gracefieldgardens@nhs.net,http://www.evelinalondon.nhs.uk/our-services/community/health-visiting-service/overview.aspx
8950,Health Visiting Service (South West),Health Service,Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,020 3049 4737,,gst-tr.gracefieldgardens@nhs.net,http://www.evelinalondon.nhs.uk/our-services/community/health-visiting-service/overview.aspx
7670,Health Visiting Service (North),Health Service,Health Service,Evelina Children's Hospital St Thomas' Hospital,249 Westminster Bridge Road,,,London,SE1 7EH,020 3049 5400,,gst-tr.north-hv@nhs.net,http://www.evelinalondon.nhs.uk/our-services/community/health-visiting-service/overview.aspx
7671,Assistive Communication Service,Health Service,Health Service,Bowley Close Centre,Bowley Close,,,London,SE19 1SZ,020 3049 7751,,gst-tr.acs-hub@nhs.net,http://www.guysandstthomas.nhs.uk/our-services/community-assistive-communication-service/overview.aspx
7630,Community Speech And Language Therapy,Health Service,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,020 3049 5976,,contactslt@nhs.net,http://www.evelinalondon.nhs.uk/communityspeechandlanguage
7631,Community Occupational Therapy,Health Service,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,020 3049 6020,,OTmarysheridancentre@gstt.nhs.uk,http://www.evelinalondon.nhs.uk/our-services/community/community-occupational-therapy/overview.aspx
7632,Community Physiotherapy Service,Health Service,Health Service,Mary Sheridan Centre for Child Health,Wooden Spoon House,5 Dugard Way,,London,SE11 4TH,020 3049 6006,,,http://www.evelinalondon.nhs.uk/our-services/community/community-physiotherapy/overview.aspx
4980,Morley College,College,Other Education,Morley College,61 Westminster Bridge Road,,,London,SE1 7HT,020 7450 1889,,enquiries@morleycollege.ac.uk,http://www.morleycollege.ac.uk
7587,Dyspraxia Foundation,Charity,Parent & Toddler Group,,,,,,,01462 454 986,,info@dyspraxiafoundation.org.uk,http://dyspraxiafoundation.org.uk/contact/
1525,Streatham Vale Stay And Play,Stay And Play One O'Clock Club,Parent & Toddler Group,Streatham Vale Park,Abercairn Road,,,London,SW16 5AG,020 3146 4170,07471 353 053,john@syct.org.uk,http://www.syct.org.uk/playwork.html
1491,Slade Gardens Play And Stay,Stay And Play One O'Clock Club,Parent & Toddler Group,One O Clock Club  Slade Gardens,73A Stockwell Park Road,,,London,SW9 0DB,020 7733 3630,,sladeadventure@btinternet.com,http://www.sladeadventure.co.uk/
1514,Kennington Park Centre Stay And Play,Stay And Play One O'Clock Club,Parent & Toddler Group,40 St Agnes Place,,,,London,SE11 4BE,07739 973 890,,admin@uincap.com,https://www.uincap.com/youth-play
10759,Messy Play At Clapham Manor Children's Centre,Stay And Play One O'Clock Club,Parent & Toddler Group,Clapham Manor Children's Centre,Belmont Close,,,London,SW4 6AT,020 7627 9917,,cc@maytree-school.org.uk,https://www.clapham-manorcc.co.uk/
7412,Keen London,Sports Clubs And Leisure Activities,Sports Club,Lilian Baylis Technology School,323 Kennington Lane,,,London,SE11 5QY,0207 686 3172,07720 677 157,info@keenlondon.org,http://www.keenlondon.org
2183,Fulham Football Club Foundation,Organisation,Sports Club,First Floor Park Gate House,356 West Barnes Lane,,,New Malden,KT3 6NB,0870 442 5432,0870 442 5432,,http://www.fulhamfc.com/foundation
4335,Disability Advice Service Lambeth (DASL),Organisation,Support & Advice,336 - 338 Brixton Road,,,,London,SW9 7AA,020 7738 5656,,enquiry.line@disabilitylambeth.org.uk,https://disabilitylambeth.org.uk/
4265,Childline,Organisation,Support & Advice,,,,,,,0800 1111,,,https://www.childline.org.uk/
1930,Rough Sleepers Space,Support & Advice,Support & Advice,St Leonards Church Hall,8 Tooting Bec Gardens,,,London,SW16 1RB,020 8696 0943,,info@spires.org.uk,http://www.spires.org.uk/
1931,Open Access Drop-In,Support & Advice,Support & Advice,St Leonards Church Hall,8 Tooting Bec Gardens,,,London,SW16 1RB,020 8696 0943,,info@spires.org.uk,http://www.spires.org.uk/
1932,Women's Space,Support & Advice,Support & Advice,St Leonards Church Hall,8 Tooting Bec Gardens,,,London,SW16 1RB,020 8696 0943,,info@spires.org.uk,http://www.spires.org.uk/
2900,Brixton Advice Centre,Organisation,Support & Advice,165 - 167 Railton Road,,,,London,SE24 0LU,020 7733 7554,,info@brixtonadvice.org.uk,https://brixtonadvice.org.uk/
9514,Autism Voice,Organisation,Support & Advice,161 - 167 Clapham Manor Street,,,,London,SW4 6DB,0845 860 5547,,info@autismvoice.org.uk,https://www.autismvoice.org.uk/
8871,Leap Confronting Conflict,Targeted Youth Support,Targeted Youth Support,LEAP Confronting Conflict,Unit 7 Wells House,5 - 7 Wells Terrace,Islington,London,N4 3JU,020 7561 3700,07494 972 945,info@leapcc.org.uk,http://www.leapconfrontingconflict.org.uk/
10013,Autism Exchange,Training And Employment,Training & Employment,Treehouse School,Woodside Avenue,,Hornsey,London,N10 3JA,020 8815 5444,,exchange@ambitiousaboutautism.org.uk,https://www.ambitiousaboutautism.org.uk/autism-exchange/information-for-young-people
9998,S.Y.C.T. Juniors Club & Inters Club,Youth Club,Youth Clubs,Streatham Youth Centre,Conyers Road,,,London,SW16 6LS,020 8769 5884,,info.syct@btinternet.com,http://www.syct.org.uk/juniors-club.html
9509,Mosiac LGBT Youth Club,Youth Club,Youth Clubs,Mosaic LGBT Youth Centre,29 - 31 Hampstead Road,,,London,NW1 3JA,0800 161 5428,07550 124393,info@mosaicyouth.org.uk,http://mosaicyouth.org.uk/
2704,S.Y.C.T. Seniors Club,Youth Club,Youth Activity,Streatham Youth Centre,Conyers Road,,,London,SW16 6LS,020 3146 4179,,contactus@syct.org.uk,http://www.syct.org.uk/seniors-club.html
2279,Rathbone Youth Service,Youth Club,Youth Activity,The Old Library in West Norwood,14 - 16 Knight's Hill,,,London,SE27 0HY,020 8766 9280,,c.king@rathbonesociety.org.uk,https://rathbonesociety.org.uk/what-we-do/youth-club/
9997,S.Y.C.T. Juniors Club,Youth Club,Youth Activity,Streatham Youth Centre,Conyers Road,,,London,SW16 6LS,020 8769 5884,,info.syct@btinternet.com,http://www.syct.org.uk/juniors-club.html
5325,Coin Street Neighbourhood Centre,Community Group,Children's Centre,108 Stamford Street,,,,London,SE1 9NH,020 7021 1608,,childrenscentre@coin-street.org,http://coinstreet.org/community/families-children/family-activities/
208,Arty Party,Holiday Provision,Holiday Provision,St Pauls Church,Rectory Grove,,,London,SW4 0DX,020 7498 8324,,johnforster@arty-party.co.uk,https://artyparty.co.uk/
7282,Sally Kids Care,Holiday Provision,Out Of School Activity,244B - 244C Brixton Hill,,,,London,SW2 1HF,020 7998 7791,07882 736 378,sallykidscare@yahoo.co.uk,https://www.sallykidscare.co.uk/
7315,Alifya Education Limited,Out Of School Activity,Out Of School Activity,"Unit F5, 61a Lilford Road",,,,London,SE5 9HY,020 3092 8870,,a.farah@alifyaeducation.co.uk,https://www.alifyaeducation.co.uk/
7583,Explore Learning Nine Elms,Out Of School Tuition,Out Of School Activity,62 Wandsworth Road,,,,London,SW8 2LF,020 3617 4388 ,07786 628 678,nineelms@explorelearning.co.uk,http://www.explorelearning.co.uk
6661,Explore Learning Brixton,Out Of School Tuition,Out Of School Activity,370 Coldharbour Lane,,,,London,SW9 8PL,020 3713 9722,07786 628 678,brixton@explorelearning.co.uk,http://www.explorelearning.co.uk
5982,Prime Childcare Services,Out Of School Tuition,Out Of School Activity,Ground Floor Acre House,10 Acre Lane,,,London,SW2 5LL,020 3302 1524,,,http://www.primetuition.co.uk/
6124,Springfield Community Flat,Holiday Provision,Out Of School Activity,Springfield Community Health Centre,110 Union Road,,,London,SW8 2SH,020 7622 3552,,earlyyears@springfieldcommunityflat.com,
6578,Oakden Kids Club,Holiday Provision,Out Of School Activity,Archbishop Sumners Church Of England Primary School,Reedworth Street,,,London,SE11 4PH,,07723 069 535,ybbeckley@yahoo.co.uk,
6213,Cherubins Holiday Club,Holiday Provision,Out Of School Activity,48 Palace Road,,,,London,SW2 3NJ,020 8671 3256,07904 455153,lambeth@cherubinsdaynursery.co.uk,https://www.cherubinsdaynursery.co.uk/afterschool-club-and-breakfast-club/
7225,Young People Matter At The Old  Laundry - Holiday Provision,Holiday Provision,Out Of School Activity,20 Eastcote Street,,,,London,SW9 9BY,020 7274 4503,07985 499 236,info@youngpeoplematter.org,http://www.youngpeoplematter.org/
7240,Brixton Recreation Centre Play Scheme,Holiday Provision,Out Of School Activity,27 Brixton Station Road,,,,London,SW9 8QQ,07580 784 891,07966 647 735,,http://www.better.org.uk/leisure/brixton-recreation-centre
7110,Pacca Out Of School Project,Holiday Provision,Out Of School Activity,London City Mission Christian Centres,81 Lothian Road,,,London,SW9 6TS,07908 506 192,,pacca.outofschool@gmail.com,http://pacca.co.uk/
6961,Streatham Leisure Centre Holiday Play Scheme,Holiday Provision,Out Of School Activity,Streatham Ice And Leisure Centre,390 Streatham High Road,,,London,SW16 6HX,07580 784 891,,,
7049,YPM Childcare Provider at Granton,Holiday Provision,Out Of School Activity,Granton Primary School,Granton Road,,,London,SW16 5AN,07985 499 236,,,http://www.youngpeoplematter.org/
7254,Dewdrops Play Scheme/Nursery,Holiday Activities,Out Of School Activity,1 - 4,The High Parade,Streatham High Road,,London,SW16 1EX,020 8769 8967,07872 105 369,,http://www.dewdropsnursery.co.uk/
7438,Coin Street  Access Fitness - Young People 12 - 21 Year Olds,Activity,Out Of School Activity,108 Stamford Street,,,,London,SE1 9NH,020 7021 1608,07949 132 675,childrenscentre@coin-street.org,https://coinstreet.org/events/fitness-friday-youth-gym-circuit-training/
10008,Afewee Boxing Classes - Minnows Club (5 To 10 Yrs Old),Activity,Out Of School Activity,Brixton Recreation Centre,Brixton Station Road,,,London,SW9 8QQ,07983 151 082,,info@afewee.org.uk,https://afewee.org.uk/classes/boxing-classes/
7242,Super Camps at Dunraven School,Organisation,Out Of School Activity,94 - 98 Leigham Court Road,,,,London,SW16 2QB,01235 467 300,,,https://www.supercamps.co.uk/Venue/dunraven-school#
4851,Alford House Mixed Youth Club,Youth Club,Out Of School Activity,Alford House,Aveline Street,,,London,SE11 5DQ,020 7735 1519,,theclub@alfordhouse.org.uk,https://alfordhouse.org.uk/youth-club/whats-on/
4852,Alford House Girls Youth Club,Youth Club,Out Of School Activity,Alford House,Aveline Street,,,London,SE11 5DQ,020 7735 1519,,theclub@alfordhouse.org.uk,https://alfordhouse.org.uk/youth-club/whats-on/
6592,Larkhall Children's Centre - After School Club,After School Club,Out Of School Activity,Larkhall Primary School,Smedley Street,,,London,SW4 6PH,020 3475 7511,,schools@letmeplay.co.uk,http://www.larkhall.lambeth.sch.uk/extended-services/
10006,4all Between The Tracks + Afterschool Club (13 To 17 Years Old),Youth Club,Out Of School Activity,"Rosendale Community Centre, ",Rosendale Road Estate,,,London,SE21 8LR,07432118859,,info@4-all.org.uk,https://www.4-all.org.uk/whatwedo
10017,Alford House Music Production Studio Sessions,Youth Club,Out Of School Activity,Alford House,Aveline Street,,,London,SE11 5DQ,020 7735 1519,,theclub@alfordhouse.org.uk,https://alfordhouse.org.uk/youth-club/whats-on/
10018,Alford House Health And Fitness Studio Sessions,Youth Club,Out Of School Activity,Alford House,Aveline Street,,,London,SE11 5DQ,020 7735 1519,,theclub@alfordhouse.org.uk,https://alfordhouse.org.uk/youth-club/whats-on/
6156,Wellfield Education,Homework Club,Out Of School Activity,First Floor,266 - 268 Streatham High Road,,,London,SW16 1HS,020 8769 6044,,schools@wellfieldeducation.com,http://www.wellfieldeducation.com/contact.html
2821,Oasis Play After School Environmental Play,After School Club,Out Of School Activity,Oasis Children's Nature Garden,Corner of Larkhall Lane and Studley Road,,,London,SW4 6SP,020 7498 2329,,education@oasisplay.org.uk,http://oasisplay.org.uk/
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Holiday Playscheme,Out Of School Activity,108 Stamford Street,,,,London,SE1 9NH,020 7021 1608,,childrenscentre@coin-street.org,http://coinstreet.org/community/families-children/holiday-play-scheme/
885,Julians Primary School - Breakfast Club,Breakfast Club,Before School Care,Julian's Primary School West Norwood,16 Wolfington Road,,,London,SE27 0JF,020 8761 1894,,admin@juliansprimary.org.uk,http://www.juliansprimary.org.uk/about-us/school-information/school-clubs/
9393,The Norwood School Breakfast Club,Breakfast Club,Before School Care,Norwood School,Crown Dale,,,London,SE19 3NY,020 8670 9382,,post@thenorwoodschool.org,https://www.thenorwoodschool.org/
9476,St Stephen's Church Of England Primary School - Breakfast Club,Breakfast Club,Before School Care,St Stephens Church Of England Primary School,Dorset Road,,,London,SW8 1EJ,020 7735 1023,,admin@st-stephens.lambeth.sch.uk,https://www.st-stephens.lambeth.sch.uk/Information/Extended-Services/
9477,St Mark's Church Of England Primary School - Breakfast Club,Breakfast Club,Before School Care,St Marks Church Of England Primary School,Harleyford Road,,,London,SE11 5SL,020 7735 1467,,admin@st-markscofe.lambeth.sch.uk,http://www.stmarkscofeprimarylambeth.co.uk/
9480,St John The Divine C Of E Primary School - Breakfast Club,Breakfast Club,Before School Care,St John The Divine Primary School,Warham Street,,,London,SE5 0SX,020 7735 4898,,admin@stjohn.lambeth.sch.uk,http://www.stjohn.lambeth.sch.uk/Breakfast-Club
9925,Tree Tops Breakfast Club At Kings Avenue School London,Breakfast Club,Before School Care,Kings Avenue School House,Kings Avenue,,,London,SW4 8BQ,07557 519 566,,nick@treetopsclubs.co.uk,
1517,Vauxhall Primary School - Breakfast Club,Breakfast Club,Before School Care,Vauxhall Primary School,Vauxhall Street,,,London,SE11 5LG,020 7735 4535,,office@vauxhallprimary.org.uk,https://www.vauxhallprimary.org.uk/Breakfast-Club/
919,Macaulay Church Of England Primary School - Breakfast Club,Breakfast Club,Before School Care,Macaulay Church Of England Primary School,Victoria Rise,,,London,SW4 0NU,020 7622 1355,,admin@macaulay.lambeth.sch.uk,https://www.macaulaycofeschool.co.uk/breakfast-club/
4499,St Leonard's Church Of England Primary School - Breakfast Club,Breakfast Club,Before School Care,St Leonards Church Of England School,42 Mitcham Lane,,,London,SW16 6NP,020 8769 2712,,mgr@st-leonards.lambeth.sch.uk,https://www.st-leonards.lambeth.sch.uk/clubs
7327,Saint Gabriel's College - Breakfast Club,Breakfast Club,Before School Care,St Gabriel's College,Langton Road,,,London,SW9 6UL,020 7793 3901,,info@saintgabrielscollege.org,http://www.saintgabrielscollege.org/Parents/Extended-School/
6603,Telferscot Primary School - Breakfast Club,Breakfast Club,Before School Care,Telferscot Primary School,Telferscot Road,,,London,SW12 0HW,020 8673 7362,,sburrows@telferscot.co.uk,https://www.telferscot.co.uk/Extended-School/
7260,Fit For Sport At Paxton Primary School - Breakfast Club,Breakfast Club,Before School Care,Paxton Primary School,Woodland Road,,,London,SE19 1PA,0845 456 3233,,enquiries@fitforsport.co.uk,https://www.fitforsport.co.uk/activity-camps/find-your-nearest-camp/detail/paxton-primary-school?lat=51.4220811607367&lng=-0.0807707035546&id=152
6589,Kingswood Primary School - Breakfast Club,Breakfast Club,Before School Care,Kingswood Primary (upper) School,188 Gipsy Road,,,London,SE27 9RD,020 8761 4827,,kingswood@ghf.london,http://www.gipsyhillfederation.org.uk/our-schools/kingswood-primary-school/breakfast-and-after-school-club
6591,Larkhall Children's Centre - Breakfast Club,Breakfast Club,Before School Care,Larkhall Primary School,Smedley Street,,,London,SW4 6PH,020 7622 7265,,admin@larkhall.lambeth.sch.uk,https://www.larkhall.lambeth.sch.uk/parents/breakfast-club/
6580,Corpus Christi Catholic Primary School - Breakfast Club,Breakfast Club,Before School Care,Corpus Christi Roman Catholic Primary School,Trent Road,,,London,SW2 5BL,020 7274 4722,,office@corpus-christi.org.uk,https://www.corpuschristischool.co.uk/parents/extended-day-offer
6583,Archbishop Sumner School - Breakfast Club,Breakfast Club,Before School Care,Archbishop Sumners C Of E Primary School,Reedworth Street,,,London,SE11 4PH,020 7735 2781,,info@absprimary.school,https://www.archbishop-sumners-primary.lambeth.sch.uk/ptfa/parents/menus/breakfast-club
6043,Crown Lane Primary School - Breakfast Club,Breakfast Club,Before School Care,Crown Lane Primary School,Crown Lane,,,London,SW16 3HX,020 8670 4713,,enquiries@crownlane.lambeth.sch.uk,https://www.crownlane.lambeth.sch.uk/page/?title=Wraparound+Care&pid=28
6130,Stockwell Primary School - Breakfast Club,Breakfast Club,Before School Care,Stockwell Primary School,Stockwell Road,,,London,SW9 9TG,020 7274 7687,,clericalofficer2@stockwell-pri.lambeth.sch.uk,http://www.stockwell-pri.lambeth.sch.uk/Parents--Community/Breakfast-Club-and-After-School-Care/
6132,Richard Atkins Primary School - Breakfast Club,Breakfast Club,Before School Care,Richard Atkins School,New Park Road,,,London,SW2 4JP,020 8674 5601,,admin@richardatkins.org,http://www.richardatkins.lambeth.sch.uk/Extended-School/
6032,Kid's City At Woodmansterne Primary School - Breakfast Club,Breakfast Club,Before School Care,Woodmansterne Primary School,Stockport Road,,,London,SW16 5XE,07950 963 240,,info@kidscity.org.uk,http://kidscity.org.uk/
7263,Glenbrook Primary School - Breakfast Club,Breakfast Club,Before School Care,Glenbrook Primary School,Clarence Avenue,,,London,SW4 8LD,020 8674 2387,,basc@ghf.london,https://www.glenbrookprimary.co.uk/makebelieveplay
6607,St Saviour's School - Breakfast Club,Breakfast Club,Before School Care,St Saviours Church Of England Primary School,Herne Hill Road,,,London,SE24 0AY,020 7274 7986,,admin@st-saviours.lambeth.sch.uk,http://www.stsaviourslambeth.co.uk/breakfast-club/
961,Streatham Wells Primary School - Breakfast Club,Breakfast Club,Before School Care,Streatham Wells Primary School,50 Palace Road,,,London,SW2 3NJ,020 8674 3742,,kpeacock@streathamwells.lambeth.sch.uk,http://www.streathamwells.lambeth.sch.uk/about-us/breakfast-club/
988,Rosendale Primary School Breakfast Club,Breakfast Club,Before School Care,Rosendale Primary School,Rosendale Road,,,London,SE21 8LR,020 8670 4962,07720 677 830,info@rosendale.cc,http://www.rosendale.cc/info-for-parents/extended-childcare/
7484,S.Y.C.T.''s Breakfast Club At Streatham Vale Park,Holiday Provision,Before School Care,Streatham Vale Adventure Playground,Abercairn Road,,,London,SW16 5AE,020 3146 4179,07471 353 053,john@syct.org.uk,http://www.syct.org.uk
9990,S.Y.C.T. Breakfast Club,Out Of School Tuition,Tutoring,Streatham Youth Centre,Conyers Road,,,London,SW16 6LS,020 3146 4179,,contactus@syct.org.uk,http://www.syct.org.uk/breakfast-club.html

